location,total_sqft,bath,price,bedrooms
Gottigere,891.0,2.0,25.0,2
Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
Bisuvanahalli,1075.0,2.0,37.0,3
Sector 6 HSR Layout,3000.0,5.0,260.0,4
Brookefield,2440.0,5.0,425.0,4
Vidyaranyapura,1200.0,2.0,55.0,2
Thanisandra,1075.0,2.0,45.8,2
Kaggadasapura,1140.0,2.0,40.0,2
Margondanahalli,940.0,4.0,150.0,5
ITI Layout,2160.0,5.0,250.0,6
Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
R.T. Nagar,1500.0,4.0,70.0,4
Whitefield,4104.0,4.0,360.0,4
Whitefield,1790.0,3.0,100.0,3
Hebbal,1920.0,3.0,134.0,3
HRBR Layout,1374.0,2.0,95.0,2
Bannerghatta Road,1445.0,3.0,95.0,3
Kanakapura,711.0,1.0,36.0,1
Tumkur Road,1500.0,3.0,95.0,3
Whitefield,1720.0,3.0,100.0,3
Vasanthapura,1400.0,3.0,60.0,3
Kundalahalli,1030.0,2.0,49.0,2
Mysore Road,1200.0,2.0,85.0,2
Hosahalli,1375.0,3.0,70.0,3
Hegde Nagar,1050.0,1.0,56.0,2
Jalahalli,2250.0,3.0,160.0,3
Bellandur,1000.0,2.0,50.0,2
Jalahalli West,469.0,1.0,25.0,1
Marathahalli,3800.0,4.0,250.0,4
Kambipura,883.0,2.0,29.0,2
GM Palaya,1820.0,2.0,86.0,3
Singasandra,1440.0,2.0,65.0,3
near Ramanashree California resort,3600.0,4.0,160.0,6
Malleshwaram,2500.0,5.0,325.0,4
Mahadevpura,1225.0,2.0,48.0,2
"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,660.0,3
Chikkalasandra,875.0,2.0,52.8,2
Jalahalli East,750.0,1.0,40.0,1
6th Phase JP Nagar,1180.0,2.0,80.0,2
Haralur Road,1194.0,2.0,47.0,2
Hennur Road,1500.0,2.0,62.0,3
Poornapragna Housing Society Layout,1160.0,2.0,52.2,2
Hosakerehalli,2378.0,3.0,262.0,3
Sarjapur,1128.0,2.0,60.0,2
Hebbal,1500.0,3.0,150.0,3
Huskur,1220.0,2.0,35.23,3
Sarjapur  Road,1210.0,2.0,58.0,2
Kanakpura Road,1100.0,2.0,58.0,3
Bommasandra,1200.0,3.0,46.0,3
Haralur Road,3385.0,5.0,260.0,4
Nagondanahalli,1641.0,3.0,66.0,3
Horamavu Agara,1200.0,2.0,45.0,2
Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
Mahadevpura,1720.0,3.0,78.0,3
Yelahanka,1132.5,2.0,48.13,2
Yelahanka,1210.0,2.0,45.98,2
Indira Nagar,2200.0,4.0,200.0,4
Bisuvanahalli,1075.0,2.0,45.0,3
Thanisandra,1702.0,3.0,130.0,3
Shanthala Nagar,1630.0,2.0,200.0,2
Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
Shantiniketan Layout,2072.0,3.0,108.0,3
Herohalli,1200.0,2.0,70.0,3
Teachers Colony,1350.0,3.0,77.0,3
Bettahalsoor,4046.0,4.0,445.0,4
Srinivasa Nagar,1180.0,2.0,78.34,3
Yelahanka,35000.0,3.0,130.0,3
Langford Town,1355.0,2.0,115.0,2
Sulthangunta,600.0,1.0,50.0,1
Hormavu,1200.0,7.0,150.0,7
Bannerghatta Road,1640.0,2.0,120.0,3
Byrathi Village,1200.0,5.0,100.0,5
Kodichikkanahalli,1190.0,2.0,57.0,3
OMBR Layout,2400.0,4.0,375.0,4
Marathahalli,1019.0,2.0,49.85,2
Ambedkar Colony,1875.0,3.0,165.0,3
Akshaya Nagar,1250.0,3.0,40.0,3
Brookefield,1200.0,3.0,140.0,3
Whitefield,1140.0,2.0,56.0,2
Lingadheeranahalli,1683.0,3.0,109.0,3
Kaggadasapura,1515.0,3.0,83.3,3
Hoodi,2118.0,4.0,111.0,4
Bannerghatta Road,1380.0,3.0,58.0,4
Varthur Road,1083.0,2.0,61.75,2
Anjappa Layout,600.0,2.0,55.0,2
Avalahalli,2300.0,3.0,120.0,3
Prakruthi Nagar,1240.0,2.0,60.0,2
Surabhi Layout,1750.0,3.0,120.0,3
Sadaramangala,1230.0,2.0,43.48,2
Anjanapura,1500.0,3.0,139.0,3
Abbigere,985.0,2.0,40.39,2
Tindlu,1500.0,2.0,87.0,3
Electronic City,1125.0,2.0,32.49,2
Maruthi Sevanagar,950.0,2.0,44.0,2
Kothanur,1580.0,3.0,76.0,3
B Narayanapura,1092.0,2.0,98.5,3
Electronic City Phase II,1090.0,2.0,28.34,2
Hennur Road,2264.0,3.0,159.0,3
Dommasandra,1033.0,2.0,25.53,3
Kammasandra,810.0,2.0,24.5,2
Green Garden Layout,1045.0,2.0,45.0,2
Hebbal,1337.0,2.0,82.0,2
Chandapura,1200.0,2.0,32.0,2
Koramangala,1580.0,3.0,160.0,3
Begur Road,1500.0,2.0,54.0,3
Whitefield,1640.0,4.0,91.0,3
Silver Springs Layout,1570.0,3.0,62.0,3
Gubbalala,1470.0,2.0,82.0,3
Kengeri,1160.0,2.0,40.61,2
7th Phase JP Nagar,1050.0,2.0,71.0,2
Dairy Circle,1855.0,3.0,225.0,3
Bannerghatta Road,1460.0,2.0,90.0,3
Hulimavu,1823.0,3.0,100.0,3
Electronic City,1094.0,2.0,42.0,2
Budigere,1153.0,2.0,57.0,2
Hoysalanagar,1325.0,3.0,57.0,3
Parappana Agrahara,1200.0,3.0,85.0,4
Jakkur,1590.0,2.0,125.0,3
Jeevan bima nagar,1210.0,4.0,160.0,5
Raja Rajeshwari Nagar,1200.0,4.0,220.0,4
Narayana Nagar 1st Block,1202.0,2.0,48.0,2
Haralur Road,1202.0,2.0,53.0,2
KSRTC Layout,1200.0,2.0,62.5,2
Panathur,1688.0,3.0,118.0,3
Kaval Byrasandra,1020.0,2.0,52.0,2
Sarjapur,1185.0,2.0,47.0,2
Ramagondanahalli,1235.0,2.0,52.04,2
Hosakerehalli,3205.0,5.0,500.0,4
Banashankari,1077.0,2.0,37.64,2
Kengeri Satellite Town,1415.0,2.0,66.0,3
EPIP Zone,2330.0,3.0,162.0,3
Whitefield,805.0,2.0,35.0,2
P&T Colony,425.0,1.0,20.03,1
Whitefield,1155.0,2.0,59.95,2
Cunningham Road,5270.0,4.0,1250.0,4
Anekal,656.0,2.0,22.0,2
New Gurappana Palya,1100.0,2.0,48.0,2
Mahadevpura,1150.0,2.0,52.0,2
Chelekare,600.0,1.0,60.0,1
Ambedkar Colony,1468.0,2.0,140.0,2
Palanahalli,4300.0,5.0,550.0,4
Whitefield,2280.0,4.0,126.0,3
Hegde Nagar,1341.0,2.0,97.0,2
Jakkur,1279.0,2.0,77.0,2
Electronic City Phase II,2225.0,4.0,98.88,4
Thanisandra,1185.0,2.0,43.51,2
Vadarpalya,1750.0,3.0,85.0,3
Kudlu,1152.0,2.0,53.5,2
Shivanagar,1000.0,4.0,160.0,5
Hulimavu,1300.0,2.0,36.0,2
Varthur Road,2760.0,4.0,155.0,4
5th Phase JP Nagar,1070.0,2.0,39.0,2
Uttarahalli,1101.0,2.0,45.0,2
V.V Puram,775.0,2.0,55.0,2
Yeshwanthpur,667.0,1.0,36.85,1
Electronic City,1070.0,2.0,55.0,2
Old Airport Road,1875.0,2.0,110.0,3
Kundalahalli,735.0,2.0,57.99,2
Sarjapur,4360.0,4.0,90.0,5
Koramangala,1750.0,3.0,130.0,3
Marathahalli,1215.0,2.0,67.0,2
Sector 3 HSR Layout,600.0,9.0,190.0,9
Vishwapriya Layout,820.0,2.0,30.0,2
Banashankari Stage VI,1177.5,2.0,59.935,2
Battarahalli,1779.0,3.0,89.61,3
HMT Layout,1105.0,2.0,58.0,2
Whitefield,1650.0,3.0,60.0,3
Jalahalli,1694.0,2.0,150.0,2
Hosakerehalli,2376.0,3.0,203.0,3
Cox Town,1975.0,3.0,150.0,3
Kammasandra,674.0,2.0,33.0,2
Kaggadasapura,1185.0,2.0,41.0,2
 Thanisandra,445.0,1.0,28.0,1
Mylasandra,900.0,7.0,76.0,6
HSR Layout,1475.0,3.0,75.0,3
Gottigere,1618.0,3.0,82.5,3
Koramangala,1120.0,2.0,65.0,2
Marathahalli,2181.0,3.0,152.0,4
Vidyaranyapura,1200.0,4.0,90.0,4
Nagondanahalli,600.0,4.0,65.0,6
Bannerghatta Road,1556.0,2.0,59.13,3
Bannerghatta Road,1179.0,2.0,66.02,2
Thanisandra,1296.0,2.0,83.0,2
Kaggadasapura,1275.0,2.0,52.0,2
Kalasipalya,1875.0,2.0,300.0,7
Kathriguppe,1400.0,2.0,77.0,3
Gottigere,1222.0,2.0,63.0,2
Electronic City,940.0,2.0,41.0,2
Thanisandra,1185.0,2.0,42.6,2
Tumkur Road,1779.0,3.0,112.0,3
Begur Road,1615.0,3.0,59.76,3
Haralur Road,1056.0,2.0,61.0,2
7th Phase JP Nagar,1100.0,2.0,46.0,2
Arekere,920.0,2.0,40.0,2
ITI Layout,1602.0,2.0,75.0,3
Padmanabhanagar,1176.0,2.0,62.0,2
HBR Layout,675.0,3.0,59.0,4
Richmond Town,1352.0,3.0,135.0,3
Kasavanhalli,1717.0,3.0,99.0,3
4 Bedroom Farm House in Bagalur,10961.0,4.0,80.0,4
Bhoganhalli,2119.0,4.0,111.0,4
Vittasandra,1246.0,2.0,67.3,2
Anandapura,1141.0,2.0,42.79,2
Hennur Road,1157.0,2.0,84.0,2
Chandapura,1025.0,2.0,27.68,2
Yelahanka New Town,650.0,1.0,33.0,1
Hebbal,1349.0,2.0,98.0,2
Narayanapura,1566.0,3.0,83.3,3
Sahakara Nagar,2830.0,3.0,195.0,4
Electronic City,1320.0,2.0,38.13,3
manyata park,1780.0,3.0,84.83,3
Varthur,1091.0,2.0,34.9,2
Rachenahalli,3670.0,4.0,300.0,4
7th Phase JP Nagar,918.0,2.0,50.49,2
Yeshwanthpur,1950.0,4.0,130.0,4
Panathur,1695.0,3.0,90.0,3
Yelahanka,1705.0,3.0,95.0,3
Kalyan nagar,1375.0,3.0,75.0,3
Kanakpura Road,525.0,1.0,30.0,1
Whitefield,1447.0,2.0,83.0,2
Thanisandra,1114.0,2.0,39.0,2
7th Phase JP Nagar,1450.0,2.0,100.0,3
Belathur,460.0,1.0,15.0,2
Vasanthapura,1022.0,2.0,40.0,2
Hebbal,1000.0,2.0,45.0,2
Electronic City,1128.0,2.0,68.75,2
Kanakpura Road,1180.0,2.0,57.0,2
TC Palaya,1000.0,6.0,69.0,6
Nagarbhavi,1200.0,2.0,150.0,2
Sadashiva Nagar,3761.0,3.0,660.0,3
Kanakpura Road,1339.0,2.0,75.0,2
Yelachenahalli,1400.0,2.0,55.0,3
7th Phase JP Nagar,1040.0,2.0,39.52,2
Kadugodi,1198.0,2.0,58.0,2
Shirdi Sai Layout,1200.0,3.0,95.0,4
Sarjapur  Road,1691.0,3.0,113.0,3
Bisuvanahalli,1075.0,3.0,36.0,3
1st Block Jayanagar,1630.0,3.0,194.0,3
8th Phase JP Nagar,1240.0,3.0,43.5,3
Bannerghatta Road,1122.5,2.0,58.935,2
Mallasandra,1665.0,3.0,86.58,3
Marathahalli,2489.0,3.0,94.0,3
Brookefield,1142.0,2.0,70.0,2
Kodbisanhalli,1976.0,3.0,184.0,3
Sathya Sai Layout,5500.0,4.0,600.0,4
Kothannur,1853.0,3.0,82.0,3
Vijayanagar,600.0,4.0,72.0,8
Kasturi Nagar,1567.0,2.0,92.0,2
Talaghattapura,1090.0,2.0,27.24,2
Raja Rajeshwari Nagar,1200.0,4.0,125.0,6
Indiranagar HAL 2nd Stage,2400.0,4.0,640.0,4
Electronics City Phase 1,1175.0,2.0,51.47,2
Subramanyapura,1200.0,2.0,52.0,2
Kodichikkanahalli,995.0,2.0,41.0,2
Magadi Road,884.0,2.0,41.1,2
Vishwanatha Nagenahalli,900.0,3.0,80.0,5
Yeshwanthpur,1170.0,2.0,57.0,2
KR Puram,1225.0,2.0,46.55,2
Electronic City,1342.0,2.0,73.3,2
Uttarahalli,1345.0,2.0,67.0,2
Kodigehaali,1320.0,3.0,65.0,3
Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
Battarahalli,1300.0,2.0,50.0,2
Hosa Road,1652.0,3.0,85.0,3
Thigalarapalya,2072.0,4.0,142.0,3
Arekere,1740.0,2.0,95.0,3
Electronic City,1360.0,2.0,71.0,3
Hosur Road,1145.0,2.0,60.0,3
Uttarahalli,1540.0,2.0,40.0,3
Sarjapur  Road,1278.0,2.0,95.0,2
Electronic City Phase II,630.0,1.0,40.0,1
Kanakpura Road,1100.0,3.0,58.0,3
Bendiganahalli,1200.0,3.0,95.0,3
Hosakerehalli Layout,2500.0,6.0,115.0,7
Chandapura,582.5,1.0,15.135,1
Chandapura,1015.0,2.0,25.88,2
Hosur Road,3300.0,5.0,240.0,5
Basaveshwara Nagar,4500.0,5.0,415.0,5
Gunjur,1356.0,2.0,66.0,3
Hennagara,823.0,2.0,28.0,2
TC Palaya,1200.0,2.0,66.0,3
Ramamurthy Nagar,1050.0,2.0,37.0,2
Ferrar Nagar,1180.0,2.0,69.0,2
Whitefield,1116.0,2.0,51.91,2
7th Phase JP Nagar,1070.0,2.0,42.79,2
Varthur,1385.0,2.0,80.0,2
Varthur,1000.0,1.0,70.0,1
Whitefield,1897.0,3.0,130.0,3
Magadi Road,1005.0,2.0,55.78,2
Green Glen Layout,1575.0,3.0,125.0,3
Subramanyapura,975.0,2.0,65.0,2
Hennur Road,1904.0,3.0,120.0,3
Kengeri Satellite Town,930.0,1.0,30.0,1
Kanakpura Road,525.0,1.0,26.0,1
BAGUR,686.0,1.0,17.0,1
Electronic City Phase II,2400.0,3.0,150.0,2
8th block Koramangala,1410.0,1.0,233.0,2
Sarjapur  Road,2238.0,3.0,140.0,3
Harlur,1174.0,2.0,69.0,2
Thubarahalli,3800.0,4.0,239.0,4
Whitefield,2225.0,2.0,125.0,3
M.G Road,1250.0,2.0,200.0,2
Jigani,918.0,2.0,52.0,2
Mahadevpura,1250.0,2.0,52.0,2
Sarjapur  Road,1800.0,3.0,110.0,3
Marathahalli,1170.0,2.0,53.0,2
Byatarayanapura,1300.0,1.0,200.0,1
Bannerghatta Road,793.0,2.0,45.0,2
Jakkur,1710.0,3.0,107.0,3
Kambipura,1082.0,2.0,57.5,3
Naganathapura,1001.0,2.0,33.03,2
Srinivasa Nagar,1500.0,4.0,180.0,4
Yelahanka,1590.0,2.0,54.0,3
Basavanagara,2400.0,2.0,80.0,3
Horamavu Banaswadi,1554.0,3.0,55.0,3
Thanisandra,1142.5,2.0,43.415,2
Bellandur,4239.0,5.0,423.0,5
Konanakunte,884.0,1.0,58.0,2
Hosa Road,1045.0,2.0,98.89,2
Marathahalli,1019.0,2.0,49.86,2
Ambedkar Nagar,1935.0,4.0,130.0,3
Uttarahalli,1135.0,2.0,39.73,3
Lakshminarayana Pura,1680.0,3.0,150.0,3
Hebbal,2470.0,5.0,247.0,4
1st Phase JP Nagar,2825.0,4.0,250.0,4
Hosakerehalli,2480.0,3.0,330.0,3
5th Phase JP Nagar,1260.0,11.0,290.0,9
Ramamurthy Nagar,1800.0,4.0,187.0,5
Kasavanhalli,1799.0,3.0,90.0,3
Attibele,400.0,1.0,11.0,1
Kundalahalli,1047.0,2.0,82.0,2
Kaverappa Layout,1282.0,2.0,87.0,2
NGR Layout,1020.0,2.0,45.9,2
Kammanahalli,1080.0,3.0,155.0,4
Whitefield,1495.0,2.0,79.5,2
Kasavanhalli,3260.0,4.0,240.0,4
Divya Unnathi Layout,1611.0,2.0,64.44,3
Koramangala,3500.0,5.0,425.0,4
Vasantha Vallabha Nagar,1500.0,2.0,95.0,3
Sahakara Nagar,1500.0,2.0,95.0,3
Yelahanka,3206.0,5.0,270.0,4
Uttarahalli,1540.0,3.0,50.0,3
Hosa Road,1639.0,3.0,80.0,3
Marathahalli,700.0,4.0,72.0,4
Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
Koramangala,1005.0,1.0,110.0,2
Kammasandra,657.5,1.0,18.41,1
Chandapura,1305.0,3.0,33.28,3
Kothannur,600.0,4.0,95.0,3
sapthagiri Layout,1300.0,1.0,115.0,2
Brookefield,1440.0,2.0,68.0,3
Seegehalli,901.0,2.0,35.14,2
Rajaji Nagar,1725.0,3.0,200.0,3
Sarjapur,900.0,2.0,42.0,3
BEML Layout,1060.0,2.0,55.0,2
NGR Layout,1020.0,2.0,48.45,2
Varthur,1535.0,3.0,65.99,3
Alur,530.0,1.0,20.0,1
Haralur Road,1464.0,3.0,56.0,3
Devarabisanahalli,1350.0,2.0,80.0,2
Sarjapur  Road,1115.0,2.0,50.0,2
Uttarahalli,1175.0,2.0,47.0,2
Whitefield,1113.0,2.0,62.0,2
Uttarahalli,1200.0,4.0,225.0,6
Ramamurthy Nagar,1640.0,4.0,240.0,5
Giri Nagar,650.0,2.0,42.0,2
Marathahalli,1325.0,2.0,71.55,2
Electronics City Phase 1,950.0,2.0,31.0,2
Jakkur,1396.0,2.0,86.51,3
Rachenahalli,1050.0,2.0,52.07,2
Thanisandra,1825.0,3.0,100.0,3
7th Phase JP Nagar,1190.0,2.0,49.98,2
Marathahalli,1220.0,2.0,56.5,2
NRI Layout,1565.0,2.0,75.0,3
Hennur Road,1891.0,3.0,109.0,3
Sidedahalli,900.0,2.0,27.0,2
Hosa Road,1161.0,2.0,55.15,2
Sarjapur,649.5,1.0,17.535,1
Dwarka Nagar,2400.0,6.0,125.0,8
Rajaji Nagar,315.0,4.0,90.0,4
Yeshwanthpur,665.0,1.0,36.85,1
Mysore Road,1175.0,2.0,73.5,2
Hoodi,1425.0,2.0,80.0,2
Chikkabanavar,1200.0,1.0,20.0,1
ITPL,1200.0,3.0,56.12,3
Somasundara Palya,1255.0,2.0,67.0,2
Hegde Nagar,2112.95,4.0,145.0,3
Raja Rajeshwari Nagar,600.0,1.0,22.0,1
Haralur Road,1810.0,3.0,100.0,3
Indira Nagar,1200.0,2.0,93.0,2
Harlur,1033.0,2.0,49.0,2
ITPL,1548.0,3.0,89.5,3
Horamavu Banaswadi,1611.0,3.0,66.0,3
Electronic City Phase II,1400.0,2.0,40.43,3
Vidyaranyapura,1485.0,2.0,67.0,3
Margondanahalli,2400.0,2.0,82.0,2
Pattandur Agrahara,1025.0,2.0,44.5,2
Thurahalli,600.0,3.0,65.0,4
Hallehalli,1225.0,2.0,53.0,2
5th Phase JP Nagar,1256.0,2.0,62.8,2
Whitefield,2268.0,3.0,163.0,4
Kanakpura Road,1100.0,3.0,53.0,3
Vadarpalya,1141.0,2.0,62.0,2
Attibele,400.0,1.0,12.0,1
Chandapura,1400.0,2.0,60.0,2
Kattigenahalli,4100.0,7.0,140.0,7
Weavers Colony,15.0,1.0,30.0,1
Raghavendra Nagar,1175.0,2.0,48.27,2
Sahakara Nagar,1100.0,2.0,56.0,2
Kanakpura Road,1843.0,3.0,95.84,3
1st Phase JP Nagar,1200.0,7.0,240.0,8
Horamavu Banaswadi,1460.0,2.0,80.5,2
Rachenahalli,1530.0,2.0,74.5,3
HSR Layout,1467.0,2.0,55.0,2
KR Layout,950.0,1.0,40.0,1
Vittasandra,1246.0,2.0,64.5,2
Kanakapura,711.0,1.0,38.0,1
Haralur Road,1194.0,2.0,46.0,2
Babusapalaya,1358.0,2.0,43.4,3
Nagasandra,1500.0,5.0,130.0,6
Hoodi,1420.0,2.0,75.0,2
Kathriguppe,1250.0,2.0,68.75,3
Akshaya Nagar,1280.0,2.0,58.0,2
Nagappa Reddy Layout,1209.0,2.0,50.0,2
Kempapura,4200.0,5.0,225.0,5
BTM 1st Stage,1215.0,4.0,205.0,4
Panathur,1315.0,2.0,54.8,3
Kariyammana Agrahara,1800.0,3.0,90.0,3
Hessarghatta,1600.0,4.0,125.0,5
TC Palaya,1600.0,2.0,65.0,3
Binnamangala,3968.0,5.0,900.0,6
Suraksha Nagar,1563.0,3.0,52.0,3
Whitefield,1560.0,2.0,72.0,3
Brookefield,2169.0,4.0,115.0,3
Lakshmi Layout,900.0,10.0,170.0,9
Rachenahalli,1050.0,2.0,55.5,2
Iblur Village,3235.0,3.0,235.0,3
TC Palaya,1200.0,3.0,66.0,3
HSR Layout,1140.0,2.0,46.0,2
7th Phase JP Nagar,1500.0,3.0,170.0,3
Horamavu Agara,1560.0,3.0,75.0,3
JP Nagar,1100.0,2.0,70.0,2
Kasavanhalli,1260.0,2.0,40.32,3
Hebbal,1036.0,2.0,50.0,2
Akshaya Nagar,1662.0,3.0,85.1,3
Yelachenahalli,1464.0,2.0,105.0,3
Yelahanka,1234.0,2.0,80.0,2
Sarjapur  Road,1403.0,3.0,55.0,3
Kadugondanahalli,915.0,4.0,54.9,4
2nd Stage Nagarbhavi,3000.0,8.0,451.0,6
Seegehalli,1150.0,2.0,42.9,3
Hebbal,3900.0,4.0,410.0,4
Yeshwanthpur,850.0,4.0,90.0,5
Kanakapura,929.0,2.0,46.0,2
2nd Stage Nagarbhavi,2400.0,8.0,450.0,6
TC Palaya,1350.0,2.0,75.0,3
Vasanthapura,1135.0,2.0,39.73,2
Basava Nagar,1405.0,2.0,70.0,2
Whitefield,1200.0,2.0,45.84,2
Haralur Road,2805.0,4.0,154.0,4
Yeshwanthpur,1161.0,2.0,64.08,2
Kanakpura Road,1290.0,2.0,74.0,2
Yeshwanthpur,2557.0,3.0,141.0,3
2nd Block Hrbr Layout,1480.0,3.0,90.0,3
BTM 1st Stage,3300.0,14.0,500.0,9
Old Madras Road,1350.0,3.0,54.54,3
Kadugodi,1580.0,2.0,65.0,3
Banashankari,1470.0,2.0,88.64,3
Ananth Nagar,500.0,1.0,14.0,1
Sarjapur  Road,1346.0,2.0,61.92,2
Canara Bank Layout,1600.0,3.0,90.0,3
Naganathapura,720.0,2.0,120.0,2
Manjunath Nagar,1200.0,4.0,135.0,4
Basapura,1200.0,2.0,35.0,2
Channasandra,1340.0,2.0,48.33,3
Devanahalli,6136.0,4.0,560.0,4
Jigani,918.0,2.0,48.0,2
Singena Agrahara,1500.0,3.0,115.0,3
Yelahanka,1315.0,2.0,85.0,2
Sector 1 HSR Layout,2400.0,5.0,775.0,4
Uttarahalli,1390.0,2.0,62.55,3
Uttarahalli,1330.0,2.0,56.0,3
Jalahalli,3100.0,4.0,265.0,5
Mango Garden Layout,1824.0,3.0,125.0,3
7th Phase JP Nagar,1420.0,2.0,96.0,3
Kacharakanahalli,750.0,1.0,56.25,1
Jalahalli East,1260.0,2.0,60.0,3
Hennur Road,1561.0,3.0,95.0,3
5th Phase JP Nagar,812.0,6.0,165.0,9
"Bidere Agarahara, Behind Safal market",1060.0,2.0,42.0,2
Hoodi,1120.0,8.0,145.0,8
Haralur Road,1225.0,2.0,67.38,2
Thanisandra,2144.0,3.0,135.0,3
Kengeri,1200.0,6.0,140.0,7
Electronic City,880.0,2.0,29.0,2
Hoodi,1639.0,3.0,110.0,3
Thanisandra,1240.0,2.0,62.0,3
Kanakpura Road,1500.0,2.0,69.0,2
Haralur Road,1243.0,2.0,46.0,2
Marathahalli,1575.0,3.0,78.0,3
Haralur Road,1027.0,2.0,44.0,2
Kambipura,1082.0,2.0,56.0,3
Konanakunte,1637.0,3.0,73.0,3
Kanakpura Road,1665.0,3.0,86.58,3
Electronic City,1265.0,2.0,56.93,2
Electronic City,1691.0,2.0,102.0,3
Thanisandra,1100.0,2.0,38.0,2
Grihalakshmi Layout,24.0,2.0,150.0,5
Gopalkrishna Nagar,1500.0,3.0,62.0,3
Hosakerehalli,3205.0,5.0,380.0,4
Kammanahalli,1666.0,4.0,150.0,5
Choodasandra,1115.0,2.0,50.0,2
Mysore Road,1070.0,2.0,45.0,2
Indira Nagar,1128.0,2.0,105.0,2
Budigere,1162.0,2.0,57.0,2
Sai Gardens,1339.0,2.0,55.0,2
Mahadevpura,1192.0,2.0,75.0,2
Haralur Road,1920.0,3.0,115.0,3
Hennur,1255.0,2.0,52.32,2
Rajaji Nagar,1357.0,2.0,115.0,2
Dodda Kempaiah Layout,1600.0,3.0,75.0,3
Hanumanth Nagar,1225.0,2.0,55.11,2
Whitefield,2400.0,4.0,200.0,4
Kasturi Nagar,1570.0,3.0,80.0,3
Thanisandra,1093.0,2.0,70.0,2
Basaveshwara Nagar,1865.0,3.0,145.0,3
R.T. Nagar,1200.0,7.0,165.0,6
Kaikondrahalli,1039.0,2.0,80.0,2
Vittasandra,1246.0,2.0,64.5,2
Whitefield,1985.0,3.0,75.0,3
Hosakerehalli,1590.0,3.0,49.0,3
Hunasamaranahalli,4000.0,4.0,675.0,4
Electronic City Phase II,775.0,2.0,38.0,2
RWF West Colony,1000.0,2.0,50.0,2
Hebbal Kempapura,1800.0,3.0,175.0,3
Bommasandra,1035.0,2.0,41.0,2
Dasarahalli,1520.0,2.0,75.0,3
Whitefield,1360.0,2.0,95.0,2
Bileshivale,6000.0,5.0,400.0,4
Kodigehaali,1117.0,2.0,56.0,2
KR Puram,1200.0,4.0,120.0,4
EPIP Zone,1330.0,2.0,92.5,2
Marathahalli,1937.0,3.0,160.0,3
Electronic City,1128.0,2.0,65.49,2
Neeladri Nagar,1053.0,2.0,45.0,2
Panathur,1198.0,2.0,77.0,2
Marathahalli,1152.0,2.0,56.0,2
1st Block Jayanagar,1200.0,6.0,125.0,6
Frazer Town,1625.0,2.0,75.0,2
Kundalahalli,1397.0,3.0,105.0,3
Yeshwanthpur,1523.0,3.0,170.0,3
Kambipura,883.0,2.0,45.0,2
Kaggalipura,700.0,1.0,38.0,1
Yelahanka,1170.0,2.0,62.5,2
Kanakpura Road,1200.0,2.0,42.0,3
Manayata Tech Park,2400.0,3.0,170.0,3
Kullappa Colony,1480.0,2.0,65.0,2
Akshaya Nagar,1897.0,3.0,120.0,3
Rachenahalli,996.0,2.0,67.0,2
Haralur Road,1875.0,3.0,110.0,3
Williams Town,1500.0,2.0,98.0,3
Jaya Nagar East,3095.0,3.0,350.0,3
Ambalipura,1390.0,2.0,175.0,3
Yelahanka,1450.0,3.0,65.255,3
Yelahanka,697.0,1.0,45.0,1
Sarjapur  Road,710.0,1.0,27.0,1
Iggalur,910.0,2.0,30.5,2
Sompura,1025.0,2.0,48.0,3
Magadi Road,1000.0,2.0,46.5,2
Harlur,1200.0,4.0,244.0,4
Horamavu Agara,1453.0,2.0,46.48,3
Sarjapur  Road,3335.0,5.0,300.0,4
Thanisandra,971.5,2.0,36.435,2
Bellandur,1281.0,2.0,74.0,2
Cooke Town,565.0,1.0,35.0,1
Varthur,1024.0,2.0,42.0,2
Electronic City,1620.0,3.0,62.0,3
Whitefield,1254.0,2.0,40.0,2
Banashankari,1300.0,2.0,75.0,3
Doddakallasandra,1233.0,2.0,43.0,2
Chokkanahalli,1200.0,1.0,28.0,1
Hosur Road,1510.0,2.0,105.0,3
Kaggalipura,950.0,2.0,65.0,2
Battarahalli,1945.0,3.0,97.42,3
Uttarahalli,1008.0,2.0,45.0,2
Thanisandra,1265.0,2.0,79.0,3
Hebbal,1255.0,2.0,77.68,3
Kanakpura Road,2689.0,6.0,220.0,4
Yelenahalli,1200.0,2.0,46.17,2
Sarjapur  Road,1403.0,3.0,51.63,3
Kudlu Gate,1535.0,3.0,85.0,3
Chikkaballapur,1500.0,3.0,100.0,3
Chamrajpet,1475.0,2.0,120.0,3
Uttarahalli,1390.0,2.0,60.47,3
Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
VGP Layout,1133.0,2.0,55.0,2
Classic Paradise Layout,1560.0,5.0,145.0,5
Byappanahalli,2900.0,5.0,90.0,5
Kogilu,1170.0,2.0,51.99,2
Sahakara Nagar,1200.0,3.0,200.0,3
Whitefield,1697.0,3.0,94.79,3
Thanisandra,1651.0,3.0,97.38,3
Vasanth nagar,1560.0,3.0,188.0,3
Hennur Road,1192.0,2.0,60.0,3
